,Country,EdLevel,YearsCodePro,Salary,Age
49389,Spain,Less than a Bachelors,20.0,70264.0,35-44 years old
49390,UK,Bachelor’s degree,2.0,42656.0,25-34 years old
49391,France,Bachelor’s degree,4.0,32424.0,18-24 years old
49395,Finland,Master’s degree,7.0,64212.0,25-34 years old
49398,UK,Bachelor’s degree,11.0,86604.0,25-34 years old
49399,Poland,Master’s degree,3.0,19740.0,18-24 years old
49400,UK,Bachelor’s degree,18.0,58167.0,35-44 years old
49401,Ruassia,Bachelor’s degree,11.0,75492.0,25-34 years old
49402,Spain,Master’s degree,9.0,48644.0,35-44 years old
49403,Germany,Post grad,11.0,75669.0,35-44 years old
49404,Finland,Master’s degree,6.0,83776.0,25-34 years old
49406,Germany,Less than a Bachelors,6.0,72636.0,25-34 years old
49410,France,Master’s degree,2.0,36753.0,35-44 years old
49412,Finland,Master’s degree,16.0,95988.0,35-44 years old
49416,India,Bachelor’s degree,1.0,16752.0,18-24 years old
49418,Spain,Less than a Bachelors,4.0,18377.0,35-44 years old
49419,Norway,Master’s degree,25.0,107895.0,45-54 years old
49421,UK,Bachelor’s degree,9.0,62045.0,25-34 years old
49422,France,Master’s degree,5.0,25944.0,25-34 years old
49423,UK,Less than a Bachelors,21.0,56874.0,35-44 years old
49426,UK,Master’s degree,6.0,64630.0,25-34 years old
49428,Netherlands,Bachelor’s degree,3.0,43239.0,18-24 years old
49429,France,Bachelor’s degree,3.0,31596.0,25-34 years old
49430,UK,Bachelor’s degree,4.0,45241.0,25-34 years old
49432,Italy,Less than a Bachelors,39.0,67452.0,55-64 years old
49434,Germany,Less than a Bachelors,13.0,67021.0,35-44 years old
49436,Turkey,Bachelor’s degree,16.0,23664.0,25-34 years old
49438,France,Master’s degree,2.0,54049.0,25-34 years old
49439,France,Master’s degree,5.0,43239.0,25-34 years old
49445,UK,Bachelor’s degree,4.0,68921.0,25-34 years old
49447,Finland,Master’s degree,2.0,42804.0,18-24 years old
49451,Germany,Bachelor’s degree,4.0,48644.0,25-34 years old
49453,India,Master’s degree,14.0,55847.0,35-44 years old
49455,Israel,Less than a Bachelors,2.0,42024.0,25-34 years old
49457,Czech Republic,Master’s degree,1.0,20784.0,25-34 years old
49460,France,Master’s degree,11.0,81074.0,25-34 years old
49462,Spain,Bachelor’s degree,19.0,54049.0,35-44 years old
49467,Norway,Master’s degree,7.0,86316.0,25-34 years old
49472,Greece,Master’s degree,5.0,25944.0,35-44 years old
49473,Netherlands,Post grad,6.0,76209.0,25-34 years old
49474,France,Master’s degree,7.0,54049.0,25-34 years old
49477,Finland,Master’s degree,5.0,68748.0,35-44 years old
49478,Germany,Less than a Bachelors,15.0,64859.0,35-44 years old
49479,UK,Post grad,14.0,118919.0,35-44 years old
49484,Austria,Master’s degree,3.0,33863.0,25-34 years old
49487,Sweden,Bachelor’s degree,5.0,42960.0,25-34 years old
49491,Norway,Less than a Bachelors,6.0,80922.0,25-34 years old
49492,UK,Master’s degree,3.0,36613.0,25-34 years old
49504,Israel,Less than a Bachelors,6.0,80556.0,35-44 years old
49508,UK,Bachelor’s degree,9.0,174500.0,25-34 years old
49511,France,Post grad,35.0,43239.0,45-54 years old
49513,Germany,Master’s degree,6.0,55995.0,25-34 years old
49515,USA,Bachelor’s degree,10.0,135000.0,25-34 years old
49517,India,Bachelor’s degree,3.0,13962.0,25-34 years old
49519,India,Bachelor’s degree,12.0,15084.0,35-44 years old
49520,Germany,Master’s degree,26.0,70264.0,55-64 years old
49521,Ruassia,Bachelor’s degree,7.0,24000.0,25-34 years old
49525,Portugal,Bachelor’s degree,5.0,39564.0,25-34 years old
49526,India,Bachelor’s degree,1.0,13962.0,18-24 years old
49530,UK,Bachelor’s degree,10.0,72385.0,35-44 years old
49536,Netherlands,Master’s degree,2.0,41184.0,25-34 years old
49541,France,Master’s degree,8.0,44320.0,25-34 years old
49542,South Africa,Less than a Bachelors,16.0,70608.0,35-44 years old
49543,Romania,Master’s degree,6.0,46704.0,25-34 years old
49544,Belgium,Post grad,10.0,71345.0,35-44 years old
49547,Netherlands,Less than a Bachelors,8.0,36324.0,25-34 years old
49551,France,Bachelor’s degree,2.0,50806.0,25-34 years old
49552,Poland,Bachelor’s degree,7.0,17316.0,25-34 years old
49556,Spain,Master’s degree,22.0,37834.0,45-54 years old
49559,France,Master’s degree,4.0,50592.0,25-34 years old
49569,Israel,Bachelor’s degree,9.0,161100.0,25-34 years old
49572,India,Bachelor’s degree,3.0,13264.0,18-24 years old
49573,Brazil,Less than a Bachelors,2.0,35736.0,25-34 years old
49575,Israel,Bachelor’s degree,12.0,112068.0,35-44 years old
49576,Ruassia,Bachelor’s degree,2.0,30192.0,25-34 years old
49577,Turkey,Bachelor’s degree,2.0,14796.0,18-24 years old
49578,Austria,Master’s degree,3.0,51888.0,25-34 years old
49581,UK,Bachelor’s degree,5.0,71093.0,25-34 years old
49584,Ukraine,Bachelor’s degree,3.0,44040.0,18-24 years old
49585,Ruassia,Less than a Bachelors,1.0,22644.0,18-24 years old
49587,Italy,Bachelor’s degree,6.0,42158.0,25-34 years old
49589,Israel,Bachelor’s degree,9.0,95728.0,25-34 years old
49592,Italy,Master’s degree,5.0,54049.0,25-34 years old
49594,India,Master’s degree,5.0,16754.0,25-34 years old
49595,Poland,Master’s degree,10.0,36000.0,25-34 years old
49596,Finland,Less than a Bachelors,15.0,70264.0,35-44 years old
49597,Netherlands,Bachelor’s degree,5.0,75669.0,25-34 years old
49598,UK,Less than a Bachelors,1.0,28437.0,18-24 years old
49600,Spain,Master’s degree,6.0,20760.0,25-34 years old
49601,Portugal,Master’s degree,4.0,38915.0,25-34 years old
49604,Austria,Less than a Bachelors,0.5,37834.0,18-24 years old
49605,Germany,Master’s degree,2.0,53184.0,25-34 years old
49606,UK,Master’s degree,4.0,93067.0,25-34 years old
49607,Brazil,Bachelor’s degree,8.0,14016.0,25-34 years old
49611,Belgium,Master’s degree,20.0,63564.0,35-44 years old
49613,India,Bachelor’s degree,5.0,13962.0,25-34 years old
49614,France,Bachelor’s degree,3.0,57120.0,25-34 years old
49616,France,Bachelor’s degree,15.0,70264.0,35-44 years old
49619,Turkey,Master’s degree,15.0,90000.0,35-44 years old
49622,Norway,Bachelor’s degree,3.0,58264.0,25-34 years old
49623,Spain,Post grad,3.0,29149.0,25-34 years old
49625,UK,Bachelor’s degree,20.0,71093.0,35-44 years old
49627,UK,Bachelor’s degree,15.0,180963.0,35-44 years old
49634,Germany,Master’s degree,3.0,38916.0,25-34 years old
49636,Germany,Master’s degree,7.0,72426.0,25-34 years old
49637,UK,Less than a Bachelors,30.0,55582.0,45-54 years old
49638,Turkey,Master’s degree,8.0,59172.0,25-34 years old
49640,Finland,Less than a Bachelors,15.0,58368.0,25-34 years old
49641,Australia,Bachelor’s degree,23.0,116917.0,35-44 years old
49642,Spain,Less than a Bachelors,22.0,43239.0,35-44 years old
49644,Italy,Less than a Bachelors,4.0,42158.0,25-34 years old
49645,Finland,Bachelor’s degree,7.0,81074.0,25-34 years old
49652,Australia,Post grad,6.0,110236.0,25-34 years old
49655,Germany,Less than a Bachelors,13.0,91883.0,35-44 years old
49659,USA,Post grad,5.0,85000.0,45-54 years old
49660,India,Bachelor’s degree,7.0,18429.0,25-34 years old
49661,Germany,Master’s degree,5.0,75669.0,25-34 years old
49663,Brazil,Master’s degree,15.0,57720.0,35-44 years old
49667,Canada,Bachelor’s degree,6.0,102102.0,25-34 years old
49668,Netherlands,Post grad,4.0,56816.0,25-34 years old
49673,France,Bachelor’s degree,8.0,180000.0,25-34 years old
49674,Romania,Master’s degree,14.0,36324.0,35-44 years old
49682,Germany,Bachelor’s degree,11.0,91883.0,25-34 years old
49685,India,Master’s degree,10.0,92147.0,25-34 years old
49687,UK,Less than a Bachelors,8.0,79961.0,25-34 years old
49692,Spain,Master’s degree,10.0,73507.0,35-44 years old
49694,UK,Post grad,36.0,51704.0,55-64 years old
49698,Sweden,Master’s degree,10.0,50316.0,25-34 years old
49701,Belgium,Master’s degree,3.0,37834.0,25-34 years old
49703,Sweden,Master’s degree,8.0,55224.0,25-34 years old
49704,UK,Bachelor’s degree,2.0,90482.0,18-24 years old
49705,Israel,Bachelor’s degree,6.0,133377.0,25-34 years old
49706,Israel,Bachelor’s degree,17.0,143592.0,35-44 years old
49709,UK,Less than a Bachelors,1.0,51704.0,25-34 years old
49710,Netherlands,Master’s degree,5.0,86478.0,25-34 years old
49711,UK,Bachelor’s degree,14.0,108578.0,35-44 years old
49713,Netherlands,Post grad,5.0,60535.0,25-34 years old
49717,Netherlands,Bachelor’s degree,2.0,51887.0,18-24 years old
49719,Germany,Bachelor’s degree,3.0,46698.0,18-24 years old
49720,UK,Bachelor’s degree,7.0,85311.0,25-34 years old
49721,Germany,Master’s degree,12.0,97288.0,25-34 years old
49722,UK,Less than a Bachelors,1.0,32315.0,18-24 years old
49723,Spain,Bachelor’s degree,7.0,54049.0,25-34 years old
49726,UK,Bachelor’s degree,3.0,49119.0,25-34 years old
49728,Portugal,Bachelor’s degree,5.0,25944.0,25-34 years old
49730,Finland,Master’s degree,5.0,118908.0,25-34 years old
49731,Denmark,Master’s degree,2.0,78672.0,25-34 years old
49741,Poland,Bachelor’s degree,6.0,75936.0,25-34 years old
49747,Portugal,Less than a Bachelors,8.0,32424.0,25-34 years old
49749,India,Bachelor’s degree,4.0,16752.0,25-34 years old
49753,Denmark,Master’s degree,6.0,83944.0,25-34 years old
49757,Finland,Post grad,17.0,58368.0,35-44 years old
49760,France,Less than a Bachelors,21.0,48644.0,35-44 years old
49762,Spain,Less than a Bachelors,6.0,47563.0,45-54 years old
49764,UK,Master’s degree,2.0,43948.0,18-24 years old
49771,UK,Less than a Bachelors,3.0,38778.0,18-24 years old
49775,Belgium,Master’s degree,9.0,54480.0,25-34 years old
49776,Sweden,Bachelor’s degree,14.0,76707.0,35-44 years old
49777,Germany,Bachelor’s degree,5.0,55130.0,25-34 years old
49778,Germany,Master’s degree,3.0,67021.0,35-44 years old
49779,Portugal,Bachelor’s degree,14.0,34591.0,35-44 years old
49780,South Africa,Bachelor’s degree,10.0,54048.0,25-34 years old
49781,Austria,Master’s degree,17.0,62268.0,35-44 years old
49782,Brazil,Master’s degree,1.0,15672.0,25-34 years old
49784,Sweden,Less than a Bachelors,6.0,33732.0,35-44 years old
49785,Sweden,Bachelor’s degree,10.0,72408.0,35-44 years old
49789,India,Bachelor’s degree,16.0,167541.0,35-44 years old
49795,Germany,Post grad,23.0,118908.0,45-54 years old
49796,UK,Master’s degree,9.0,109871.0,25-34 years old
49798,Brazil,Bachelor’s degree,10.0,27492.0,25-34 years old
49802,Sweden,Master’s degree,9.0,63816.0,35-44 years old
49804,France,Master’s degree,21.0,64860.0,35-44 years old
49808,UK,Less than a Bachelors,33.0,84019.0,45-54 years old
49811,India,Master’s degree,11.0,67016.0,25-34 years old
49814,USA,Bachelor’s degree,0.5,60000.0,25-34 years old
49818,Netherlands,Less than a Bachelors,17.0,55973.0,35-44 years old
49825,UK,Master’s degree,8.0,73400.0,25-34 years old
49827,India,Bachelor’s degree,1.0,20943.0,18-24 years old
49828,Germany,Bachelor’s degree,10.0,75669.0,35-44 years old
49829,Romania,Bachelor’s degree,5.0,43428.0,25-34 years old
49830,France,Master’s degree,21.0,50592.0,35-44 years old
49831,Canada,Bachelor’s degree,19.0,68068.0,35-44 years old
49834,Germany,Bachelor’s degree,3.0,54049.0,25-34 years old
49835,India,Bachelor’s degree,10.0,20943.0,25-34 years old
49837,Israel,Bachelor’s degree,4.0,105072.0,25-34 years old
49841,Austria,Bachelor’s degree,7.0,65075.0,25-34 years old
49843,Spain,Master’s degree,5.0,22701.0,25-34 years old
49846,Italy,Bachelor’s degree,14.0,23352.0,35-44 years old
49849,UK,Bachelor’s degree,20.0,64242.0,35-44 years old
49854,Israel,Bachelor’s degree,15.0,145927.0,35-44 years old
49855,Spain,Bachelor’s degree,8.0,64859.0,25-34 years old
49856,UK,Master’s degree,8.0,135722.0,25-34 years old
49858,India,Bachelor’s degree,4.0,20943.0,25-34 years old
49859,UK,Bachelor’s degree,3.0,51704.0,25-34 years old
49863,Australia,Less than a Bachelors,20.0,116249.0,35-44 years old
49865,UK,Bachelor’s degree,7.0,71739.0,25-34 years old
49866,Austria,Master’s degree,4.0,67021.0,25-34 years old
49867,Germany,Master’s degree,5.0,87564.0,25-34 years old
49868,Germany,Master’s degree,4.0,86478.0,25-34 years old
49870,UK,Less than a Bachelors,17.0,90482.0,35-44 years old
49871,France,Master’s degree,10.0,64859.0,25-34 years old
49872,Germany,Master’s degree,2.0,54480.0,25-34 years old
49877,Turkey,Master’s degree,3.0,24655.0,25-34 years old
49878,UK,Master’s degree,8.0,84019.0,25-34 years old
49879,UK,Master’s degree,20.0,129259.0,35-44 years old
49881,Portugal,Less than a Bachelors,13.0,31128.0,25-34 years old
49884,Germany,Master’s degree,3.0,59454.0,25-34 years old
49885,Germany,Master’s degree,8.0,64859.0,35-44 years old
49888,Switzerland,Bachelor’s degree,5.0,116896.0,25-34 years old
49892,France,Master’s degree,14.0,68102.0,35-44 years old
49894,Ruassia,Post grad,9.0,53159.0,25-34 years old
49895,Germany,Less than a Bachelors,3.0,42804.0,25-34 years old
49898,China,Master’s degree,10.0,78591.0,35-44 years old
49899,Portugal,Master’s degree,7.0,48644.0,25-34 years old
49906,USA,Post grad,3.0,100000.0,25-34 years old
49907,India,Bachelor’s degree,3.0,15358.0,18-24 years old
49909,USA,Less than a Bachelors,10.0,165000.0,25-34 years old
49910,Turkey,Master’s degree,8.0,23664.0,25-34 years old
49911,India,Master’s degree,10.0,39093.0,35-44 years old
49914,Romania,Master’s degree,20.0,81420.0,35-44 years old
49916,Germany,Master’s degree,20.0,71345.0,35-44 years old
49918,USA,Bachelor’s degree,13.0,46000.0,35-44 years old
49919,USA,Master’s degree,2.0,113000.0,18-24 years old
49920,Germany,Master’s degree,0.5,53184.0,25-34 years old
49924,Netherlands,Master’s degree,6.0,94045.0,25-34 years old
49925,Austria,Less than a Bachelors,2.0,44320.0,18-24 years old
49927,UK,Less than a Bachelors,1.0,46533.0,35-44 years old
49930,Austria,Less than a Bachelors,2.0,23352.0,18-24 years old
49932,Germany,Bachelor’s degree,20.0,97288.0,45-54 years old
49933,Germany,Bachelor’s degree,4.0,62697.0,25-34 years old
49934,Spain,Master’s degree,15.0,49725.0,35-44 years old
49936,Argentina,Less than a Bachelors,1.0,15576.0,25-34 years old
49937,Spain,Master’s degree,11.0,54049.0,35-44 years old
49938,Spain,Master’s degree,10.0,37620.0,35-44 years old
49939,Ukraine,Master’s degree,12.0,63612.0,25-34 years old
49941,Romania,Bachelor’s degree,2.0,17640.0,18-24 years old
49942,UK,Less than a Bachelors,21.0,87250.0,35-44 years old
49943,Belgium,Master’s degree,20.0,51888.0,45-54 years old
49945,Spain,Less than a Bachelors,3.0,20760.0,18-24 years old
49948,UK,Post grad,7.0,54289.0,25-34 years old
49951,UK,Master’s degree,4.0,46533.0,35-44 years old
49952,India,Bachelor’s degree,6.0,26706.0,25-34 years old
49954,Switzerland,Bachelor’s degree,7.0,116896.0,25-34 years old
49956,Canada,Bachelor’s degree,2.0,47648.0,25-34 years old
49959,South Africa,Master’s degree,5.0,57648.0,25-34 years old
49960,Finland,Master’s degree,10.0,67452.0,25-34 years old
49965,Israel,Bachelor’s degree,4.0,91056.0,25-34 years old
49971,Czech Republic,Less than a Bachelors,2.0,23388.0,18-24 years old
49976,Czech Republic,Bachelor’s degree,2.0,38976.0,25-34 years old
49977,UK,Bachelor’s degree,12.0,64630.0,35-44 years old
49983,Germany,Post grad,4.0,68748.0,35-44 years old
49988,Italy,Master’s degree,10.0,116748.0,55-64 years old
49991,UK,Master’s degree,6.0,64630.0,25-34 years old
49995,Germany,Less than a Bachelors,24.0,66480.0,45-54 years old
50000,Germany,Bachelor’s degree,20.0,75669.0,35-44 years old
50002,USA,Master’s degree,2.0,130000.0,18-24 years old
50007,Ukraine,Bachelor’s degree,7.0,39144.0,25-34 years old
50009,USA,Bachelor’s degree,1.0,100000.0,35-44 years old
50010,USA,Bachelor’s degree,20.0,78000.0,45-54 years old
50011,UK,Master’s degree,25.0,129259.0,35-44 years old
50012,Portugal,Bachelor’s degree,2.0,34591.0,25-34 years old
50013,UK,Less than a Bachelors,9.0,77556.0,25-34 years old
50015,France,Master’s degree,5.0,37834.0,35-44 years old
50017,Israel,Master’s degree,15.0,122580.0,35-44 years old
50018,Germany,Less than a Bachelors,6.0,49725.0,25-34 years old
50021,Germany,Master’s degree,2.0,25944.0,25-34 years old
50022,Israel,Bachelor’s degree,0.5,52536.0,25-34 years old
50023,Germany,Bachelor’s degree,13.0,68102.0,25-34 years old
50024,Norway,Master’s degree,2.0,70132.0,25-34 years old
50027,USA,Master’s degree,3.0,103000.0,25-34 years old
50030,UK,Less than a Bachelors,13.0,93067.0,25-34 years old
50031,Canada,Bachelor’s degree,1.0,46135.0,18-24 years old
50036,Austria,Master’s degree,2.0,51888.0,25-34 years old
50037,Ruassia,Master’s degree,0.5,18876.0,25-34 years old
50038,UK,Bachelor’s degree,10.0,64630.0,25-34 years old
50040,UK,Master’s degree,22.0,56874.0,45-54 years old
50041,France,Less than a Bachelors,1.0,46482.0,25-34 years old
50044,UK,Bachelor’s degree,2.0,38778.0,18-24 years old
50046,USA,Post grad,3.0,90000.0,25-34 years old
50051,France,Post grad,3.0,18156.0,18-24 years old
50053,Portugal,Bachelor’s degree,5.0,18156.0,25-34 years old
50057,Denmark,Bachelor’s degree,5.0,48624.0,25-34 years old
50058,France,Master’s degree,5.0,29832.0,18-24 years old
50059,Germany,Bachelor’s degree,6.0,72636.0,25-34 years old
50060,Poland,Master’s degree,1.0,18228.0,25-34 years old
50061,Portugal,Master’s degree,14.0,47887.0,35-44 years old
50062,Israel,Bachelor’s degree,6.0,105072.0,25-34 years old
50063,USA,Bachelor’s degree,10.0,112000.0,25-34 years old
50067,USA,Bachelor’s degree,13.0,127400.0,45-54 years old
50068,South Africa,Less than a Bachelors,5.0,24012.0,25-34 years old
50069,Canada,Bachelor’s degree,4.0,44320.0,18-24 years old
50071,Spain,Bachelor’s degree,1.0,28105.0,25-34 years old
50072,Sweden,Bachelor’s degree,20.0,40910.0,35-44 years old
50076,Finland,Bachelor’s degree,0.5,25944.0,18-24 years old
50077,Finland,Post grad,2.0,36324.0,25-34 years old
50081,Sweden,Master’s degree,8.0,74868.0,25-34 years old
50082,USA,Less than a Bachelors,10.0,100000.0,55-64 years old
50084,Poland,Bachelor’s degree,6.0,34172.0,25-34 years old
50086,USA,Master’s degree,8.0,150000.0,25-34 years old
50087,Greece,Less than a Bachelors,3.0,10056.0,18-24 years old
50088,Argentina,Master’s degree,4.0,12072.0,25-34 years old
50089,Switzerland,Less than a Bachelors,0.5,18300.0,18-24 years old
50090,Finland,Less than a Bachelors,1.0,36324.0,18-24 years old
50091,USA,Bachelor’s degree,2.0,75000.0,18-24 years old
50092,Norway,Bachelor’s degree,7.0,65889.0,25-34 years old
50093,USA,Post grad,12.0,110000.0,35-44 years old
50097,Sweden,Master’s degree,12.0,98184.0,35-44 years old
50102,France,Master’s degree,5.0,25944.0,25-34 years old
50103,Austria,Master’s degree,20.0,77831.0,45-54 years old
50105,Sweden,Less than a Bachelors,13.0,58908.0,35-44 years old
50108,Israel,Bachelor’s degree,9.0,112068.0,35-44 years old
50111,USA,Less than a Bachelors,25.0,181700.0,45-54 years old
50112,France,Master’s degree,5.0,45672.0,25-34 years old
50113,Israel,Post grad,6.0,145344.0,25-34 years old
50116,USA,Master’s degree,7.0,101000.0,25-34 years old
50118,Brazil,Less than a Bachelors,5.0,22044.0,18-24 years old
50120,Belgium,Bachelor’s degree,10.0,42156.0,25-34 years old
50124,UK,Bachelor’s degree,11.0,71093.0,25-34 years old
50125,USA,Master’s degree,10.0,120000.0,35-44 years old
50127,UK,Less than a Bachelors,8.0,45241.0,25-34 years old
50129,Brazil,Post grad,18.0,54972.0,35-44 years old
50133,Canada,Bachelor’s degree,0.5,49917.0,18-24 years old
50136,USA,Master’s degree,20.0,145500.0,35-44 years old
50137,USA,Less than a Bachelors,23.0,110000.0,45-54 years old
50138,Czech Republic,Bachelor’s degree,8.0,51960.0,25-34 years old
50140,UK,Bachelor’s degree,7.0,62045.0,25-34 years old
50142,UK,Bachelor’s degree,37.0,80141.0,55-64 years old
50144,Greece,Master’s degree,5.0,21408.0,25-34 years old
50147,Germany,Less than a Bachelors,6.0,54049.0,25-34 years old
50149,Canada,Bachelor’s degree,22.0,75631.0,35-44 years old
50150,Argentina,Bachelor’s degree,3.0,19464.0,25-34 years old
50153,Germany,Master’s degree,8.0,86478.0,25-34 years old
50155,UK,Bachelor’s degree,8.0,116333.0,25-34 years old
50156,Germany,Bachelor’s degree,3.0,55130.0,25-34 years old
50158,Switzerland,Bachelor’s degree,2.0,76848.0,25-34 years old
50159,Spain,Bachelor’s degree,7.0,19452.0,25-34 years old
50160,Argentina,Bachelor’s degree,3.0,40000.0,25-34 years old
50161,India,Bachelor’s degree,9.0,10080.0,35-44 years old
50162,Netherlands,Bachelor’s degree,9.0,135123.0,25-34 years old
50163,Greece,Master’s degree,14.0,51888.0,35-44 years old
50165,USA,Bachelor’s degree,10.0,80000.0,35-44 years old
50168,Denmark,Less than a Bachelors,2.0,46896.0,45-54 years old
50169,UK,Bachelor’s degree,5.0,104700.0,35-44 years old
50170,UK,Post grad,34.0,82726.0,55-64 years old
50171,Ukraine,Master’s degree,6.0,39144.0,25-34 years old
50172,India,Master’s degree,4.0,19546.0,25-34 years old
50173,Switzerland,Less than a Bachelors,17.0,85385.0,25-34 years old
50175,Denmark,Bachelor’s degree,1.0,69468.0,25-34 years old
50177,USA,Bachelor’s degree,4.0,150000.0,25-34 years old
50178,UK,Less than a Bachelors,8.0,80141.0,25-34 years old
50180,UK,Bachelor’s degree,2.0,56874.0,25-34 years old
50182,Germany,Master’s degree,17.0,89721.0,35-44 years old
50185,Brazil,Less than a Bachelors,5.0,54000.0,18-24 years old
50186,USA,Bachelor’s degree,21.0,140000.0,45-54 years old
50195,UK,Master’s degree,22.0,116333.0,45-54 years old
50196,India,Bachelor’s degree,6.0,12063.0,25-34 years old
50197,Sweden,Bachelor’s degree,10.0,52776.0,25-34 years old
50200,Germany,Bachelor’s degree,3.0,48644.0,25-34 years old
50201,Brazil,Less than a Bachelors,8.0,41232.0,25-34 years old
50205,Romania,Less than a Bachelors,1.0,14112.0,35-44 years old
50207,Brazil,Bachelor’s degree,2.0,10992.0,25-34 years old
50208,Canada,Master’s degree,10.0,73533.0,25-34 years old
50209,Brazil,Less than a Bachelors,5.0,27492.0,18-24 years old
50210,USA,Less than a Bachelors,8.0,108000.0,35-44 years old
50211,Romania,Bachelor’s degree,5.0,31476.0,25-34 years old
50212,Norway,Master’s degree,6.0,76606.0,25-34 years old
50214,Brazil,Bachelor’s degree,11.0,23424.0,35-44 years old
50215,Netherlands,Less than a Bachelors,6.0,36324.0,25-34 years old
50218,UK,Bachelor’s degree,34.0,103408.0,45-54 years old
50224,Italy,Less than a Bachelors,1.0,22056.0,25-34 years old
50227,UK,Bachelor’s degree,23.0,74970.0,35-44 years old
50228,Austria,Bachelor’s degree,24.0,77831.0,35-44 years old
50232,USA,Bachelor’s degree,7.0,160000.0,35-44 years old
50239,Australia,Bachelor’s degree,20.0,86853.0,55-64 years old
50241,Germany,Post grad,12.0,32424.0,35-44 years old
50242,Sweden,Bachelor’s degree,2.0,40808.0,25-34 years old
50243,USA,Less than a Bachelors,13.0,155000.0,25-34 years old
50244,India,Bachelor’s degree,15.0,90751.0,35-44 years old
50245,India,Bachelor’s degree,15.0,146598.0,35-44 years old
50246,Brazil,Bachelor’s degree,10.0,76968.0,25-34 years old
50247,Brazil,Bachelor’s degree,4.0,32988.0,25-34 years old
50248,USA,Bachelor’s degree,8.0,159000.0,25-34 years old
50257,Brazil,Bachelor’s degree,30.0,60480.0,45-54 years old
50258,USA,Bachelor’s degree,18.0,155000.0,35-44 years old
50259,USA,Bachelor’s degree,16.0,101000.0,35-44 years old
50260,USA,Bachelor’s degree,6.0,85555.0,35-44 years old
50262,Brazil,Bachelor’s degree,26.0,18144.0,45-54 years old
50265,Mexico,Less than a Bachelors,12.0,72771.0,35-44 years old
50267,China,Master’s degree,7.0,34296.0,25-34 years old
50268,Germany,Bachelor’s degree,6.0,77832.0,25-34 years old
50269,France,Master’s degree,16.0,75669.0,35-44 years old
50270,Argentina,Less than a Bachelors,15.0,33084.0,35-44 years old
50271,USA,Post grad,4.0,120000.0,25-34 years old
50272,USA,Master’s degree,8.0,100000.0,35-44 years old
50273,Brazil,Less than a Bachelors,5.0,14568.0,25-34 years old
50276,UK,Master’s degree,15.0,96945.0,35-44 years old
50277,China,Bachelor’s degree,7.0,44580.0,25-34 years old
50278,USA,Bachelor’s degree,4.0,75000.0,25-34 years old
50279,Sweden,Bachelor’s degree,3.0,46632.0,25-34 years old
50280,Brazil,Bachelor’s degree,8.0,17868.0,25-34 years old
50281,France,Master’s degree,3.0,42158.0,25-34 years old
50284,Finland,Master’s degree,20.0,70264.0,35-44 years old
50285,Germany,Bachelor’s degree,4.0,75669.0,25-34 years old
50286,France,Master’s degree,10.0,57292.0,25-34 years old
50288,Brazil,Master’s degree,11.0,51408.0,35-44 years old
50291,Brazil,Master’s degree,12.0,41232.0,25-34 years old
50292,UK,Bachelor’s degree,11.0,90482.0,25-34 years old
50294,Brazil,Bachelor’s degree,19.0,20616.0,35-44 years old
50297,Netherlands,Bachelor’s degree,10.0,70264.0,25-34 years old
50298,Canada,Less than a Bachelors,1.0,37816.0,18-24 years old
50302,Switzerland,Post grad,5.0,89451.0,25-34 years old
50306,USA,Bachelor’s degree,23.0,180000.0,35-44 years old
50308,Australia,Bachelor’s degree,7.0,69482.0,25-34 years old
50311,USA,Less than a Bachelors,8.0,104000.0,25-34 years old
50313,France,Master’s degree,18.0,31128.0,35-44 years old
50314,India,Bachelor’s degree,8.0,27923.0,25-34 years old
50319,Argentina,Less than a Bachelors,4.0,25692.0,18-24 years old
50323,Germany,Master’s degree,13.0,113503.0,25-34 years old
50325,Germany,Master’s degree,4.0,59454.0,25-34 years old
50331,UK,Bachelor’s degree,4.0,84019.0,35-44 years old
50334,Germany,Master’s degree,8.0,59454.0,25-34 years old
50340,USA,Bachelor’s degree,8.0,180000.0,25-34 years old
50341,Germany,Master’s degree,6.0,104423.0,25-34 years old
50343,Germany,Bachelor’s degree,6.0,46698.0,25-34 years old
50345,USA,Master’s degree,7.0,80000.0,55-64 years old
50346,Netherlands,Master’s degree,6.0,43239.0,25-34 years old
50354,Poland,Bachelor’s degree,4.0,51636.0,25-34 years old
50355,Finland,Less than a Bachelors,5.0,32429.0,25-34 years old
50357,USA,Bachelor’s degree,3.0,130000.0,25-34 years old
50359,USA,Bachelor’s degree,3.0,100000.0,25-34 years old
50360,Pakistan,Bachelor’s degree,4.0,11676.0,25-34 years old
50362,Switzerland,Bachelor’s degree,7.0,96566.0,25-34 years old
50368,Finland,Less than a Bachelors,7.0,64860.0,25-34 years old
50369,UK,Master’s degree,15.0,70205.0,25-34 years old
50370,UK,Bachelor’s degree,11.0,90482.0,25-34 years old
50372,USA,Bachelor’s degree,13.0,63315.0,35-44 years old
50373,Sweden,Master’s degree,28.0,70572.0,55-64 years old
50388,Spain,Master’s degree,0.5,19458.0,25-34 years old
50397,USA,Bachelor’s degree,13.0,90000.0,35-44 years old
50399,Pakistan,Less than a Bachelors,10.0,11676.0,25-34 years old
50402,Iran,Master’s degree,4.0,48456.0,18-24 years old
50406,USA,Bachelor’s degree,14.0,105000.0,35-44 years old
50407,Spain,Master’s degree,2.0,17296.0,35-44 years old
